2914224842,forum of mathematics sigma,
3023041727,baltic journal of sport and health sciences,2351-6496
3035538768,materials for renewable and sustainable energy,
3035624105,empirical research in vocational education and training,1877-6337
4455515,nutrition metabolism and cardiovascular diseases,0939-4753
11704996,journal of control science and engineering,1687-5249
12300285,international journal of materials in engineering applications,0141-5530
12497220,international journal of business and systems research,1751-200X
13921844,journal of scholarly publishing,1198-9742
20854694,advances in astronomy,1687-7969
21465148,computerworld,0010-4841
23481971,therapeutic advances in gastroenterology,1756-283X
34395325,steel research international,1611-3683
35819839,psychological research psychologische forschung,0340-0727
38569407,journal of molecular microbiology and biotechnology,1464-1801
39103435,treatments in endocrinology,1175-6349
39919847,international information & library review,1057-2317
41031980,marine and freshwater research,1323-1650
42286584,journal of complexity,0885-064X
42732013,applied immunohistochemistry & molecular morphology,1533-4058
48031226,journal of ambient intelligence and humanized computing,1868-5137
48661868,china & world economy,1671-2234
49846601,psychoanalysis and history,1460-8235
52057175,research in science education,0157-244X
54036821,motriz revista de educacao fisica,1415-9805
56298768,rendiconti lincei matematica e applicazioni,
56451558,biologicheskie membrany,0233-4755
60284270,natur und recht,0172-1631
63432586,korean journal of epidemiology,1225-3596
64855341,trends in molecular medicine,1471-4914
65830309,journal of the balkan tribological association,1310-4772
76668921,nutrition & dietetics,1446-6368
78398831,learning and instruction,0959-4752
80222136,cvd prevention and control,
81803001,trauma und berufskrankheit,1436-6274
82067447,the law and development review,1943-3867
82954977,bulletin des societes chimiques belges,0037-9646
83253694,field methods,1525-822X
84867234,international journal of biometeorology,0020-7128
86124554,ieee latin america transactions,1548-0992
88847514,reproduction nutrition development,0003-388X
91771295,violence & victims,0886-6708
95601074,advances in applied ceramics,1743-6753
98619820,revista de ciencias sociales,
100946473,revista brasileira de anestesiologia,0034-7094
109934502,european diabetes nursing,1551-7853
111458355,systematic and applied microbiology,0723-2020
112348374,indian journal of pharmacology,0253-7613
118710156,black ball a negro leagues journal,1939-8484
125941916,chelonian conservation and biology,1071-8443
131822738,postscripts the journal of sacred texts and contemporary worlds,1743-887X
132681663,russian mathematical surveys,0036-0279
132726024,costume,0590-8876
132957497,ieee journal of oceanic engineering,0364-9059
136874437,rivista del nuovo cimento,
143032485,communication reports,0893-4215
143887118,journal of dermatology,0385-2407
144971505,confluentes mathematici,
145550701,materials transactions,0021-4434
150370431,emotion space and society,1878-0040
154761475,genetic engineering & biotechnology news,
157687834,asia pacific journal of education,1742-6855
157929806,neoreviews,1526-9906
158964946,ecumenical review,
163772529,logopedics phoniatrics vocology,1401-5439
164277434,kardiologia polska,0022-9032
165787973,molecular ecology notes,1471-8278
168863630,educational psychologist,0046-1520
171130801,european journal of neuroscience,0953-816X
185809434,international journal of bio medical computing,
186153782,respiratory research,1465-9921
186745480,international journal of refrigeration revue internationale du froid,0140-7007
187325880,journal of french language studies,0959-2695
187709482,electronic commerce research and applications,1567-4223
189631880,mind culture and activity,1074-9039
193263997,journal of manufacturing science and engineering transactions of the asme,1087-1357
198975824,packaging transport storage and security of radioactive material,1746-5095
206092769,nanopages,1787-4033
946368625,revista de biologia,0034-7736
950613446,urban history review revue d histoire urbaine,0703-0428
955795595,zywnosc nauka technologia jakosc,
961495440,syntax and semantics,0092-4563
973882970,cfi ceramic forum international,
1005715486,gas engineering & management,
1006186824,europe revue litteraire mensuelle,
1008655496,hormones international journal of endocrinology and metabolism,
1012094101,hoopla,
1018529635,journal of the communications network,
1019768892,the entomologist s record and journal of variation,0013-8916
1044327711,journal of zhejiang university,
2596708184,arxiv cell behavior,
2737275689,south african journal of bioethics and law,1999-7639
2737429081,arabian humanities,2308-6122
2737838425,eai endorsed transactions on security and safety,2032-9393
2738001505,interfaces a journal of medieval european literatures,2421-5503
2738019148,revista facultad de ciencias economicas,0121-6805
2738136483,perspectives in medical research,2348-1447
2738140193,tobacco prevention and cessation,2459-3087
2738146999,journal of horticultural research,2300-5009
2738421623,revista eureka sobre ensenanza y divulgacion de las ciencias,1697-011X
2739415396,revista venezolana de ciencia y tecnologia de alimentos,2218-4384
2739441033,memoria y sociedad,0122-5197
2739459972,communications in mathematics,1804-1388
2754085985,zentralblatt fur bakteriologie parasitenkunde infektionskrankheiten und hygiene,
2754335259,giornale italiano di nefrologia organo ufficiale della societa italiana di nefrologia,0393-5590
2755190562,journal belge de radiologie,0021-7646
2755760123,chemioterapia international journal of the mediterranean society of chemotherapy,0392-906X
2755881581,the lancet respiratory medicine,
2756174019,iarc scientific publications,0300-5038
2756321854,journal of oral medicine,0022-3247
2764369300,jiangsu electrical apparatus,
2764371065,the innovation journal,1715-3816
2764376178,journal of regional anatomy and operative surgery,
2764391296,tanzania veterinary journal,0856-1451
2764392224,foreign languages education,1226-4628
2764401070,the international schools journal,0264-7281
2764405134,corvinus journal of sociology and social policy,2061-5558
2764409014,turkiye klinikleri journal of dermatology special topics,1308-0946
2764409465,review of women s studies,0117-9489
2764421103,annals of behavioral science and medical education,
2764426273,journal of applied and emerging sciences,1814-070X
2764429814,bulletin of the polish academy of sciences biological sciences,
2764433228,polish archives of internal medicine,
2764443815,international journal of research in pharmaceutical sciences,0975-7538
2764453809,journal of heilongjiang hydraulic engineering college,
2764454831,parallel and distributed computing and systems,1027-2658
2764458050,food and nutrition,0304-8942
2764462913,keio sfc review,1343-3318
2764468086,physics reports of the kumamoto university,0303-4070
2764480933,from the bottom of the heap,
2764485452,new mexico quarterly,
2764488301,asian american and pacific islander journal of health,1072-0367
2764489206,computer aided innovation of new materials,
2764493430,journal of juridical science,0258-252X
2764496778,the dental technician,0011-8796
2764498388,journal of atmospheric electricity,0919-2050
2764525068,effluent and water treatment journal,0013-2217
2764535741,malaysian journal of analytical science,
2764540940,yale journal of law and the humanities,
2764543895,journal of preclinical medicine college of shandong medical university,
2764557871,nanotechnologies for the life sciences,
2764573836,measurement automation monitoring,2450-2855
2764578661,science of humanity bensei,
2764598241,interstices journal of architecture and related arts,
2764600255,journal of research,
2764606856,journal of zankoy sulaimani part a,
2764615171,korean journal of social welfare studies,1598-3854
2764615360,radar science and technology,
